sr_no,company,typename,Inches,Cpu_brand,Cpu_name,Cpu_speed,RAM,Storage_type,Primary_Memory,Secondary_memory,Gpu_brand,Gpu_name,OS,weight,Price,Resolution_width,Resolution_height,TouchScreen
363,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,1.86,34046,1920,1080,0
364,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,8,SSD,256,0,Nvidia," GeForce 920MX ","No OS",2.20,26587,1366,768,0
365,HP,Notebook,15.6,Intel," Pentium Quad Core N3710 ",1.6,8,HDD,2048,0,Intel," HD Graphics 405",Windows,2.04,20726,1366,768,0
366,Dell,Notebook,17.3,Intel," Core i5 8250U ",1.6,8,Hybrid,128,1024,AMD," Radeon 530",Windows,2.80,57809,1920,1080,0
367,Lenovo,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050","No OS",2.40,43104,1920,1080,0
368,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,AMD," Radeon R7 M445",Windows,2.33,47899,1920,1080,0
369,HP,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,93240,1920,1080,0
370,Asus,"2 in 1 Convertible",15.6,Intel," Core i7 7500U ",2.7,12,Hybrid,512,2048,Nvidia," GeForce GT 940MX",Windows,2.26,58555,1920,1080,1
371,Acer,Notebook,15.6,AMD," A9-Series 9420 ",3.0,4,SSD,128,0,AMD," Radeon R5",Windows,2.10,22697,1366,768,0
372,Asus,Gaming,17.3,AMD," Ryzen 1700 ",3.0,16,Hybrid,256,1024,AMD," Radeon RX 580",Windows,3.25,117163,1920,1080,0
373,Lenovo,Notebook,17.3,AMD," A8-Series 7410 ",2.2,4,SSD,128,0,AMD," Radeon R5",Windows,2.60,26054,1600,900,0
374,Dell,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.62,46301,1920,1080,1
375,HP,Notebook,15.6,AMD," A9-Series 9420 ",3.0,4,SSD,256,0,AMD," Radeon R5",Windows,1.91,26053,1920,1080,0
376,Lenovo,Notebook,11.6,Intel," Celeron Quad Core N3450 ",1.1,4,SSD,128,0,Intel," HD Graphics 500",Windows,1.59,29464,1366,768,0
377,Dell,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,HDD,500,0,Intel," HD Graphics 400",Windows,1.80,16464,1366,768,0
378,Asus,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.50,15238,1366,768,0
379,Acer,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Linux,2.40,45075,1920,1080,0
380,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,3.35,63456,1920,1080,0
381,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520","No OS",1.85,21498,1920,1080,0
382,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.30,88178,1920,1080,0
383,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,1.50,58555,1920,1080,0
384,Asus,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.10,93181,1920,1080,1
385,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.13,121585,2560,1440,0
386,Lenovo,Notebook,13.3,Intel," Core i3 7100U ",2.4,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.50,29251,1920,1080,0
387,Dell,Workstation,15.6,Intel," Core i5 6440HQ ",2.6,8,HDD,500,0,AMD," FirePro W5130M",Windows,2.23,72940,1920,1080,0
388,Dell,Workstation,15.6,Intel," Core i7 6820HQ ",2.7,8,SSD,256,0,Nvidia," Quadro M1200",Windows,2.00,113753,1920,1080,0
389,Lenovo,"2 in 1 Convertible",14.0,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.42,133680,2560,1440,1
390,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,HDD,1024,0,Nvidia," GeForce GTX 1050",Windows,3.00,55358,1920,1080,0
391,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050 Ti",Windows,3.00,84768,1920,1080,0
392,Acer,Notebook,15.6,Intel," Core i5 8250U ",1.6,12,HDD,1024,0,Nvidia," GeForce MX130",Windows,2.20,36976,1366,768,0
393,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GTX 1050 Ti",Windows,2.70,71875,1920,1080,0
394,Dell,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,SSD,256,0,AMD," Radeon R7 M445",Linux,2.33,41498,1920,1080,0
395,HP,Ultrabook,15.6,AMD," A9-Series 9420 ",3.0,4,SSD,256,0,AMD," Radeon 520",Windows,1.91,26587,1920,1080,0
396,Lenovo,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,AMD," Radeon RX 550",Windows,2.10,65511,1920,1080,0
397,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.90,49977,1920,1080,0
398,Dell,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M1200",Windows,1.78,144495,3840,2160,1
399,Lenovo,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,16,SSD,1024,0,Intel," HD Graphics 620",Windows,1.13,139860,2560,1440,0
400,Lenovo,Notebook,15.6,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,1024,0,Intel," HD Graphics 500",Windows,2.20,16304,1366,768,0
401,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1050",Windows,2.90,81465,1920,1080,0
402,Lenovo,Notebook,25.6,Intel," Core i5 8250U ",1.6,8,Hybrid,256,1024,AMD," Radeon RX 550",Windows,2.10,60979,1920,1080,0
403,Acer,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," GeForce GTX 1050",Linux,2.50,46833,1920,1080,0
404,MSI,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,2.80,119827,1920,1080,0
405,Asus,Ultrabook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.10,99793,1920,1080,0
406,Toshiba,Ultrabook,13.3,Intel," Core i7 6500U ",2.5,16,SSD,512,0,Intel," HD Graphics 520",Windows,1.20,93080,1920,1080,0
407,Dell,Ultrabook,14.0,Intel," Core i7 7600U ",2.8,8,SSD,512,0,Intel," HD Graphics",Windows,1.36,89510,1920,1080,0
408,Lenovo,Notebook,35.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Intel," HD Graphics 520",Windows,2.20,21792,1920,1080,0
409,Lenovo,Notebook,11.6,Intel," Celeron Dual Core N3350 ",1.1,2,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.15,16221,1366,768,0
410,Lenovo,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,512,0,Nvidia," Quadro M1200",Windows,2.67,102564,1920,1080,0
411,Lenovo,Ultrabook,14.0,Intel," Core i7 7700HQ ",2.8,8,SSD,512,0,Nvidia," GeForce GT 940MX",Windows,1.70,103523,2560,1440,0
412,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,AMD," Radeon 520",Windows,2.10,24988,1920,1080,0
413,Acer,"2 in 1 Convertible",13.3,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.60,42038,1920,1080,1
414,Asus,"2 in 1 Convertible",13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.27,49444,1920,1080,1
415,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,256,0,AMD," Radeon R5 M430",Linux,2.30,31909,1920,1080,0
416,Dell,Notebook,13.3,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.65,36710,1366,768,0
417,HP,Ultrabook,14.0,Intel," Core i7 6500U ",2.5,8,SSD,256,0,Intel," HD Graphics 520",Windows,1.43,79920,1920,1080,0
418,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.14,28769,1366,768,0
419,Lenovo,Ultrabook,14.0,Intel," Core i7 8550U ",1.8,8,SSD,256,0,AMD," Radeon RX 550",Windows,1.75,64755,1920,1080,0
420,Lenovo,"2 in 1 Convertible",15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1050",Windows,2.00,101179,3840,2160,1
421,Chuwi,Notebook,12.3,Intel," Celeron Quad Core N3450 ",1.1,6,"Flash Storage",64,0,Intel," HD Graphics 500",Windows,1.40,23923,2736,1824,0
422,HP,Notebook,15.6,Intel," Core i7 7820HQ ",2.9,8,SSD,256,0,Intel," HD Graphics 630",Windows,2.31,76031,1920,1080,0
423,Asus,Notebook,35.6,Intel," Core i3 7100U ",2.4,8,HDD,1024,0,Nvidia," GeForce 940MX",Linux,2.30,31808,1920,1080,0
424,Dell,Gaming,27.3,Intel," Core i7 7820HK ",2.9,16,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,4.42,149131,2560,1440,0
425,Dell,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050 Ti",Windows,2.62,61752,1920,1080,0
426,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,Hybrid,256,2048,AMD," Radeon 530",Windows,2.02,60867,1920,1080,0
427,Dell,Ultrabook,14.0,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Linux,1.60,58555,1920,1080,0
428,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,12,Hybrid,256,1024,Nvidia," GeForce GTX 1070",Windows,3.35,106507,1920,1080,0
429,Mediacom,"2 in 1 Convertible",11.6,Intel," Celeron Dual Core N3350 ",1.1,4,SSD,32,0,Intel," HD Graphics 500",Windows,1.16,15931,1920,1080,1
430,Samsung,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,"Flash Storage",16,0,Intel," HD Graphics 400","Chrome OS",1.15,14332,1366,768,0
431,Lenovo,Notebook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.40,53813,1920,1080,0
432,Lenovo,Notebook,14.0,Intel," Core i3 7130U ",2.7,4,SSD,128,0,Intel," HD Graphics 620",Windows,1.70,31915,1920,1080,0
433,Lenovo,Workstation,15.6,Intel," Core i7 7600U ",2.8,16,SSD,512,0,Nvidia," GeForce 940MX",Windows,2.30,130270,3840,2160,0
434,Lenovo,Notebook,15.6,Intel," Core i7 7820HQ ",2.9,16,SSD,512,0,Nvidia," Quadro M2200M",Windows,2.50,130483,1920,1080,0
435,Asus,Gaming,17.3,AMD," Ryzen 1600 ",3.2,8,Hybrid,256,1024,AMD," Radeon RX 580",Windows,3.20,90310,1920,1080,0
436,HP,Notebook,15.6,Intel," Celeron Dual Core N3060 ",1.6,4,HDD,500,0,Intel," HD Graphics 400",Windows,2.10,18488,1366,768,0
437,Google,Ultrabook,12.3,Intel," Core i7 7Y75 ",1.3,16,SSD,512,0,Intel," HD Graphics 615","Chrome OS",1.10,117163,2400,1600,1
438,Lenovo,Ultrabook,24.0,Intel," Core i7 7500U ",2.7,24,SSD,512,0,Intel," HD Graphics 620",Windows,1.32,126913,2560,1440,0
439,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,SSD,256,0,Intel," HD Graphics 620",Linux,2.00,29784,1920,1080,0
440,Lenovo,Notebook,17.3,AMD," A6-Series 9220 ",2.5,8,HDD,1024,0,AMD," Radeon R4",Windows,2.80,27652,1600,900,0
441,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,SSD,256,0,AMD," Radeon 530",Windows,2.20,39907,1920,1080,0
442,Lenovo,Ultrabook,12.5,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.36,76137,1920,1080,0
443,Lenovo,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,SSD,128,0,Intel," HD Graphics 505",Windows,2.20,18595,1920,1080,0
444,HP,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,2.20,58555,1920,1080,0
445,Dell,Notebook,14.0,Intel," Core i5 7440HQ ",2.8,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.64,62817,1920,1080,0
446,Acer,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,Intel," HD Graphics 620",Linux,2.40,23539,1366,768,0
447,Dell,Workstation,15.6,Intel," Xeon E3-1505M V6 ",3.0,8,HDD,64,1024,Nvidia," Quadro M620",Windows,2.23,106187,1920,1080,0
448,MSI,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,SSD,256,0,Nvidia," GeForce GTX 1050",Windows,2.20,54758,1920,1080,0
449,Microsoft,Ultrabook,13.5,Intel," Core i7 7660U ",2.5,16,SSD,512,0,Intel," Iris Plus Graphics 640",Windows,1.25,137942,2256,1504,1
450,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,1.91,31382,1366,768,0
451,Dell,Workstation,15.6,Intel," Core i7 6820HQ ",2.7,16,SSD,256,0,Nvidia," Quadro M620",Windows,2.17,105228,1920,1080,0
452,HP,Workstation,15.6,Intel," Core i7 7820HQ ",2.9,8,SSD,512,0,Intel," HD Graphics 620",Windows,2.31,81732,1920,1080,0
453,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.65,71662,1920,1080,0
454,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,Hybrid,128,1024,AMD," Radeon 530",Windows,2.36,52161,1920,1080,0
455,Dell,"2 in 1 Convertible",11.6,Intel," Pentium Quad Core N3710 ",1.6,4,HDD,500,0,Intel," HD Graphics 405",Windows,1.47,25521,1366,768,1
456,Dell,Notebook,17.3,Intel," Core i7 7700HQ ",2.7,8,HDD,1024,0,Nvidia," GeForce GTX 1060",Windows,4.42,109011,1920,1080,0
457,Microsoft,Ultrabook,13.5,Intel," Core M m3-7Y30 ",2.2,4,SSD,128,0,Intel," HD Graphics 615",Windows,1.25,52694,2256,1504,1
458,Microsoft,Ultrabook,33.5,Intel," Core i7 7660U ",2.5,8,SSD,256,0,Intel," Iris Plus Graphics 640",Windows,1.25,95851,2256,1504,1
459,HP,Notebook,17.3,Intel," Core i3 6006U ",2.0,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.50,34094,1600,900,0
460,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,1024,0,Nvidia," GeForce 940MX",Windows,2.23,28984,1920,1080,0
461,Acer,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,SSD,128,0,Intel," HD Graphics 400",Windows,1.40,23177,1366,768,0
462,Asus,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.37,39907,1920,1080,0
463,Lenovo,Notebook,14.0,Intel," Core i7 7500U ",2.7,8,SSD,512,0,AMD," Radeon R7 M460","No OS",1.50,42571,1920,1080,0
464,Lenovo,Notebook,15.6,Intel," Core i7 7820HQ ",2.9,8,SSD,256,0,Nvidia," Quadro M2200M",Windows,2.67,111355,1920,1080,0
465,Asus,Notebook,15.6,Intel," Pentium Quad Core N4200 ",1.1,4,HDD,500,0,Intel," HD Graphics 500",Windows,2.00,16197,1366,768,0
466,Acer,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,HDD,500,0,Nvidia," GeForce GTX 940MX",Windows,2.20,24988,1366,768,0
467,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,HDD,2048,0,AMD," Radeon 530",Windows,2.02,40440,1920,1080,0
468,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,12,HDD,1024,0,Nvidia," GeForce GTX 1060",Windows,3.78,90523,1920,1080,0
469,Lenovo,Ultrabook,14.0,Intel," Core i7 6600U ",2.6,12,SSD,256,0,Intel," HD Graphics 520",Windows,1.40,98994,2560,1440,0
470,HP,"2 in 1 Convertible",13.3,Intel," Core i7 8550U ",1.8,8,SSD,512,0,Intel," UHD Graphics 620",Windows,1.29,106507,3840,2160,1
471,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,500,0,AMD," FirePro W4190M ",Windows,1.90,61485,1920,1080,0
472,Google,Ultrabook,12.3,Intel," Core i5 7Y57 ",1.2,8,SSD,128,0,Intel," HD Graphics 615","Chrome OS",1.10,67932,2400,1600,1
473,Dell,Ultrabook,13.3,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.42,98134,1920,1080,1
474,Asus,Notebook,15.6,Intel," Core i7 6700HQ ",2.6,12,Hybrid,128,1024,Intel," HD Graphics 530",Windows,2.06,69211,3840,2160,0
475,Dell,Notebook,14.0,Intel," Core i3 6100U ",2.3,8,SSD,128,0,Intel," HD Graphics 520",Windows,1.79,39427,1366,768,0
476,Dell,Workstation,15.6,Intel," Core i7 7700HQ ",2.8,8,SSD,256,0,Nvidia," Quadro M1200",Windows,1.78,128298,1920,1080,0
477,Lenovo,Notebook,14.0,Intel," Core i5 7200U ",2.5,8,SSD,180,0,Intel," HD Graphics 620",Windows,1.70,72674,1920,1080,0
479,Toshiba,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.05,89084,1920,1080,0
480,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,512,0,Nvidia," GeForce 940MX",Windows,2.16,67239,1920,1080,0
481,Dell,Notebook,15.6,Intel," Core i3 7100U ",2.4,4,HDD,1024,0,Intel," HD Graphics 620",Windows,2.18,31254,1366,768,0
482,HP,Notebook,13.3,Intel," Core i5 8250U ",1.6,4,SSD,128,0,Intel," UHD Graphics 620",Windows,1.49,38681,1920,1080,0
483,Chuwi,Notebook,15.6,Intel," Atom x5-Z8350 ",1.4,4,"Flash Storage",64,0,Intel," HD Graphics",Windows,1.89,13261,1920,1080,0
484,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Windows,2.30,30103,1366,768,0
485,Lenovo,Notebook,14.0,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.75,55891,1920,1080,0
486,Dell,Workstation,15.6,Intel," Core i7 6820HQ ",2.7,16,SSD,512,0,Nvidia," Quadro M620",Windows,2.17,124569,1920,1080,0
487,Dell,Notebook,15.6,Intel," Core i7 7700HQ ",2.8,16,SSD,512,0,Nvidia," GeForce GTX 1050",Windows,2.06,101179,1920,1080,0
488,Lenovo,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,1.36,95797,1920,1080,0
489,Asus,Ultrabook,12.5,Intel," Core i7 7500U ",2.7,16,SSD,512,0,Intel," HD Graphics 620",Windows,0.91,103896,1920,1080,0
490,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 940MX",Windows,2.30,53919,1920,1080,0
491,Toshiba,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,32,SSD,512,0,Intel," HD Graphics 620",Windows,1.05,149131,1920,1080,1
492,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,128,1024,Nvidia," GeForce GTX 1050",Windows,1.99,71928,1920,1080,0
493,Acer,Notebook,15.6,AMD," A10-Series 9620P ",2.5,8,HDD,1024,0,AMD," Radeon RX 540",Windows,2.20,30849,1366,768,0
494,Asus,Gaming,17.3,Intel," Core i7 6700HQ ",2.6,24,Hybrid,256,1024,Nvidia," GeForce GTX 965M",Windows,4.33,67612,1920,1080,1
495,Lenovo,Ultrabook,12.5,Intel," Core i5 6200U ",2.3,8,SSD,180,0,Intel," HD Graphics 520",Windows,1.30,58555,1366,768,0
496,Lenovo,Notebook,15.6,Intel," Core i7 8550U ",1.8,8,SSD,256,0,Intel," UHD Graphics 620",Windows,2.17,47893,1920,1080,0
497,HP,Notebook,14.0,Intel," Core i7 7600U ",2.8,8,SSD,1024,0,Intel," HD Graphics 620",Windows,1.48,93187,1920,1080,0
498,Lenovo,Notebook,13.3,Intel," Core i3 7100U ",2.4,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.40,50563,1920,1080,0
499,Lenovo,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,2.30,48538,1920,1080,0
500,Asus,Notebook,11.6,Intel," Celeron Dual Core N3350 ",1.1,4,"Flash Storage",64,0,Intel," HD Graphics 500",Windows,1.20,18115,1366,768,0
501,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,AMD," Radeon 520",Windows,1.91,32980,1366,768,0
502,Lenovo,"2 in 1 Convertible",13.9,Intel," Core i5 8250U ",1.6,8,SSD,256,0,Intel," UHD Graphics 620",Windows,1.40,85195,1920,1080,1
503,Lenovo,Notebook,14.0,Intel," Celeron Dual Core N3350 ",1.1,4,HDD,500,0,Intel," HD Graphics 500",Windows,2.10,15931,1366,768,0
504,Lenovo,Notebook,11.6,Intel," Celeron Dual Core N3060 ",1.6,4,SSD,16,0,Intel," HD Graphics 400","Chrome OS",1.25,14119,1366,768,0
505,Lenovo,Notebook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.44,50563,1920,1080,0
506,Asus,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,Hybrid,256,1024,Intel," HD Graphics 620",Windows,2.00,65215,1920,1080,0
507,Acer,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,HDD,1024,0,Nvidia," GeForce MX150",Windows,2.20,32661,1920,1080,0
508,HP,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,512,0,Intel," HD Graphics 620",Windows,1.34,70489,1920,1080,0
509,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,256,1024,Nvidia," GeForce GTX 1060","No OS",2.40,61219,1920,1080,0
510,Dell,Ultrabook,13.3,Intel," Core i5 7200U ",2.5,8,SSD,128,0,Intel," HD Graphics 620",Windows,1.29,47899,1920,1080,1
511,Acer,Notebook,15.6,Intel," Core i7 7500U ",2.7,4,HDD,500,0,Nvidia," GeForce 940MX",Windows,2.20,34046,1920,1080,0
512,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,1024,0,Intel," HD Graphics 620",Windows,2.18,44542,1920,1080,0
513,Dell,Notebook,15.6,Intel," Core i7 8550U ",1.8,16,Hybrid,256,2048,AMD," Radeon 530",Windows,2.20,64961,1920,1080,0
514,Xiaomi,Notebook,15.6,Intel," Core i7 8550U ",1.8,16,SSD,256,0,Nvidia," GeForce MX150","No OS",1.95,74589,1920,1080,0
515,Asus,Notebook,11.6,Intel," Celeron Dual Core N3350 ",1.1,2,"Flash Storage",32,0,Intel," HD Graphics 500",Windows,1.10,13054,1366,768,0
516,HP,Notebook,15.6,Intel," Core i5 8250U ",1.6,4,HDD,1024,0,Intel," UHD Graphics 620",Windows,2.04,27784,1366,768,1
517,Asus,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,24,SSD,512,0,Nvidia," GeForce GTX1080",Windows,2.24,158135,1920,1080,0
518,HP,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,2.04,47366,1920,1080,0
519,Asus,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,256,1024,Nvidia," GeForce GTX1050 Ti",Windows,3.00,80133,1920,1080,0
520,Lenovo,Gaming,15.6,Intel," Core i7 7700HQ ",2.8,8,Hybrid,256,1024,Nvidia," GeForce GTX 1060",Windows,3.20,74539,1920,1080,0
521,HP,Ultrabook,13.3,Intel," Core i7 7500U ",2.7,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.32,74539,1920,1080,0
522,Dell,Notebook,14.0,Intel," Core i5 7300U ",2.6,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.64,68184,1920,1080,0
523,HP,Notebook,15.6,Intel," Core i3 6006U ",2.0,4,SSD,128,0,Intel," HD Graphics 520",Windows,1.63,36710,1366,768,0
524,Dell,Notebook,17.3,Intel," Core i5 8250U ",1.6,8,Hybrid,128,1024,AMD," Radeon 530",Linux,2.80,47366,1920,1080,0
525,Lenovo,Notebook,24.0,Intel," Core i5 6200U ",2.3,8,SSD,256,0,Intel," HD Graphics 520",Windows,2.02,71395,1920,1080,0
526,Lenovo,Notebook,15.6,Intel," Core i7 7500U ",2.7,4,HDD,1024,0,Nvidia," GeForce 920MX",Windows,2.20,42571,1920,1080,0
527,Lenovo,Notebook,15.6,Intel," Core i3 6006U ",2.0,8,HDD,2048,0,Nvidia," GeForce 920MX ","No OS",2.20,24456,1366,768,0
528,Dell,Notebook,15.6,Intel," Core i5 7200U ",2.5,4,HDD,500,0,AMD," Radeon R5 M430",Windows,2.30,31169,1920,1080,0
529,Dell,Notebook,15.6,Intel," Core i5 7440HQ ",2.8,8,SSD,256,0,Intel," HD Graphics 620",Windows,1.90,73367,1920,1080,0
530,Dell,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,16,Hybrid,128,1024,Nvidia," GeForce GTX 1070",Windows,4.42,160520,1920,1080,0
531,Toshiba,Notebook,15.6,Intel," Core i5 7200U ",2.5,8,HDD,500,0,Intel," HD Graphics 620",Windows,2.00,45821,1920,1080,0
532,Asus,Notebook,15.6,Intel," Core i7 7500U ",2.7,8,Hybrid,256,1024,Nvidia," GeForce GTX 960M",Windows,2.00,69211,3840,2160,0
533,Mediacom,Notebook,13.3,Intel," Celeron Quad Core N3450 ",1.1,4,SSD,32,0,Intel," HD Graphics 500",Windows,1.20,19660,1920,1080,0
534,Asus,Gaming,15.6,Intel," Core i5 7300HQ ",2.5,8,Hybrid,128,1024,Nvidia," GeForce GTX 1060",Windows,2.30,87859,1920,1080,0
535,Dell,Notebook,15.6,Intel," Core i7 7600U ",2.8,8,SSD,256,0,Nvidia," GeForce 930MX",Windows,1.93,72940,1920,1080,0
536,Dell,Notebook,15.6,Intel," Core i5 8250U ",1.6,8,SSD,256,0,AMD," Radeon 530",Windows,2.20,42486,1920,1080,0
537,HP,Notebook,15.6,Intel," Pentium Quad Core N3710 ",1.6,4,SSD,256,0,Intel," HD Graphics 405",Windows,1.86,21258,1920,1080,0
538,HP,Gaming,17.3,Intel," Core i7 7700HQ ",2.8,12,HDD,1024,0,Nvidia," GeForce GTX 1060",Windows,2.62,95851,1920,1080,0
